Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,1.464866,0.061036,-0.122072,0.002808,-0.001587,1.003433
1,1.770047,0.000000,-0.122072,0.013428,-0.002808,1.008927
2,2.563516,0.732433,-0.183108,-0.014282,0.006592,0.984268
3,2.563516,0.427253,-0.305180,-0.010864,0.027344,0.968643
4,-0.122072,-0.610361,-0.122072,-0.011719,0.015625,0.968521
5,-0.976577,-0.793469,-0.183108,0.000366,0.009644,0.991836
6,-1.403830,-0.854505,-0.183108,0.001099,0.006470,1.000259
7,-1.709010,-0.732433,0.000000,0.000977,0.001099,1.005753
8,-1.098650,-0.549325,0.061036,-0.001709,0.005371,0.998062
9,-1.709010,-0.488289,0.000000,-0.002930,0.002686,1.002335
10,-0.976577,-0.366217,0.000000,0.008789,0.002197,0.998672
11,-0.976577,-0.427253,0.000000,0.002564,0.000000,0.996109
12,-0.793469,-0.488289,0.061036,0.008179,-0.005859,1.008804
13,0.671397,-0.366217,0.000000,0.005493,0.005859,1.007095
14,-0.305180,-0.366217,0.061036,0.004150,0.005615,1.009293
15,0.610361,-0.244144,0.000000,0.003540,0.008057,1.009781
16,0.366217,0.000000,0.000000,0.000732,0.006958,0.996231
17,0.000000,0.000000,0.000000,0.005737,0.004273,1.009415
18,0.305180,0.244144,0.061036,0.005859,-0.000610,1.004044
19,0.549325,0.671397,0.061036,0.001465,0.009644,0.997208
20,-0.244144,0.427253,0.183108,0.001343,0.012818,0.992325
21,-0.854505,0.610361,0.000000,-0.005982,-0.000488,1.008316
22,0.244144,0.671397,0.000000,0.009155,0.003174,1.003555
23,-0.183108,0.671397,-0.122072,-0.018433,-0.000244,0.994522
24,-0.305180,0.305180,0.000000,0.006348,-0.000610,1.004288
25,0.488289,0.732433,-0.305180,-0.003418,0.005737,0.996353
26,-0.305180,0.305180,-0.122072,0.001709,0.000610,1.006851
27,0.305180,0.671397,-0.183108,-0.002808,0.001343,0.994034
28,0.183108,0.427253,0.061036,-0.005982,0.004639,0.996963
29,0.732433,0.488289,0.000000,-0.006836,0.008667,0.990005
30,0.000000,0.183108,0.061036,-0.001099,0.004517,0.997574
31,0.549325,0.183108,-0.183108,-0.000488,0.009277,0.998550
32,-0.122072,0.061036,0.000000,-0.005005,0.009888,0.983169
33,-0.671397,-0.427253,-0.244144,-0.001953,0.010742,0.985122
34,-1.525902,-0.488289,-0.244144,-0.001221,0.005127,1.003799
35,-1.159686,-0.427253,-0.305180,-0.003296,0.003296,0.999161
36,-0.915541,-0.366217,-0.183108,-0.002808,0.002930,0.997208
37,-0.793469,-0.183108,-0.183108,0.000732,0.005127,0.996109
