Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,-0.976577,-0.610361,0.000000,-0.008667,0.005737,1.000381
1,-1.037613,-0.488289,-0.183108,-0.005371,0.006348,0.996109
2,-0.915541,-0.366217,0.000000,-0.007202,0.005249,0.997330
3,-0.915541,-0.061036,-0.122072,-0.004761,0.002197,0.996475
4,-0.793469,-0.183108,-0.183108,-0.005982,0.007324,1.003677
5,-0.549325,-0.305180,0.000000,-0.007202,0.003662,0.991470
6,-0.671397,-0.244144,0.000000,-0.007691,0.008789,0.996841
7,-0.488289,-0.427253,-0.183108,-0.004517,-0.000977,1.006241
8,0.061036,-0.366217,0.000000,-0.015625,0.004639,0.972305
9,-0.183108,-0.488289,0.000000,-0.003418,0.013550,0.989029
10,-0.976577,-0.549325,0.122072,-0.008789,-0.001343,1.005753
11,0.305180,-0.366217,0.000000,-0.003052,0.018433,0.995132
12,-1.403830,-0.488289,0.061036,-0.008423,0.000000,0.998917
13,-0.122072,-0.366217,0.000000,-0.001953,0.010010,0.991226
14,-1.281758,-0.427253,0.000000,-0.009033,0.001465,1.005142
15,-0.610361,-0.488289,0.000000,-0.008301,0.008179,0.999039
16,-0.976577,-0.427253,0.000000,-0.002564,0.007202,0.998306
17,-0.793469,-0.305180,0.000000,-0.009522,0.001709,0.999649
18,-0.305180,-0.244144,-0.122072,-0.008667,0.006714,0.995254
19,-0.610361,-0.427253,0.000000,-0.003540,0.005127,0.998550
20,-0.183108,-0.305180,0.000000,-0.002686,-0.000122,1.000015
21,-0.244144,-0.366217,-0.122072,-0.008423,0.012329,0.997940
22,-0.366217,-0.427253,0.000000,-0.005982,0.010010,1.000626
23,-0.854505,-0.610361,0.000000,-0.004761,0.010742,0.991592
24,-0.793469,-0.610361,0.000000,-0.005982,0.009400,0.999283
25,-0.854505,-0.610361,0.000000,-0.003540,0.009888,0.999161
26,-1.403830,-0.671397,0.000000,-0.006470,0.007691,1.003311
27,-0.915541,-0.488289,0.000000,-0.005737,0.003784,1.004044
28,-1.220722,-0.549325,0.000000,0.000366,0.008911,0.998306
29,-1.159686,-0.305180,0.000000,-0.006226,0.004761,1.003433
30,-0.793469,-0.244144,0.000000,-0.004883,0.009277,0.998428
31,-0.854505,-0.366217,0.000000,-0.006714,0.005737,1.003555
32,-0.671397,-0.305180,0.000000,-0.010010,0.008057,0.990494
33,-0.732433,-0.488289,-0.122072,-0.002319,0.003296,1.004776
34,-0.610361,-0.366217,0.000000,-0.004273,0.003296,1.017716
35,0.366217,-0.244144,-0.244144,-0.005371,0.013916,1.001480
36,-1.770047,-0.610361,0.000000,-0.005371,0.004639,0.998672
37,-0.061036,-0.549325,0.000000,-0.005737,0.002686,0.989517
38,-1.464866,-0.549325,0.000000,-0.007324,0.011963,0.996231
39,-1.037613,-0.427253,0.000000,-0.009033,0.004761,1.000870
40,-1.342794,-0.427253,0.000000,-0.007935,0.007324,1.000504
41,-1.342794,-0.549325,0.061036,-0.006226,0.004761,0.998795
42,-1.220722,-0.366217,0.000000,-0.006592,0.004395,1.000381
43,-0.915541,-0.488289,0.000000,-0.002808,0.010498,0.992691
44,-1.159686,-0.488289,0.122072,-0.014405,0.007324,0.996231
45,-0.793469,-0.549325,0.000000,0.001343,0.003174,1.009659
46,-0.732433,-0.549325,0.000000,-0.005493,0.001465,1.007095
47,-0.793469,-0.488289,-0.183108,-0.000732,0.003662,1.002335
