Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,-0.915541,-0.305180,0.000000,0.004395,0.000244,1.008804
1,-0.366217,-0.244144,0.000000,-0.001709,-0.002075,1.003555
2,-0.305180,0.000000,0.061036,0.000488,-0.001465,0.994522
3,-0.610361,-0.183108,0.000000,0.001587,-0.002930,1.006363
4,0.061036,0.061036,0.000000,0.001831,0.000855,0.995254
5,-0.244144,0.000000,0.000000,-0.002930,-0.004761,1.000381
6,0.000000,0.000000,0.061036,0.002197,-0.001221,1.002213
7,-0.061036,-0.183108,0.000000,0.000244,-0.001709,0.996231
8,-0.061036,-0.244144,0.000000,0.002808,-0.000488,1.002213
9,0.000000,-0.244144,0.061036,-0.000488,-0.001343,1.005509
10,0.061036,-0.305180,0.000000,0.007202,-0.004883,1.001236
11,-0.732433,-0.061036,0.061036,0.018067,-0.004273,1.027726
12,3.112840,0.427253,-0.122072,-0.008911,0.027955,0.998795
13,-3.479057,-0.610361,0.183108,-0.000488,-0.011109,1.007828
14,2.563516,0.061036,-0.122072,-0.003540,-0.001709,0.963149
15,-2.075227,-0.671397,0.183108,0.001587,-0.006226,1.000626
16,1.098650,0.061036,0.000000,0.002197,0.001343,0.996719
17,-0.915541,-0.366217,0.061036,0.007935,-0.000488,0.995987
18,0.061036,-0.244144,0.000000,0.007691,-0.007324,1.006119
19,0.610361,-0.122072,0.061036,0.005737,0.000244,1.001602
20,-0.061036,-0.183108,0.061036,0.003784,-0.009400,1.009415
21,1.342794,0.061036,0.000000,-0.002197,-0.003540,1.003189
22,1.037613,0.061036,0.183108,-0.008911,0.000855,0.995865
23,1.159686,-0.122072,0.061036,-0.010376,-0.000610,0.984756
24,0.305180,-0.488289,0.000000,0.000977,0.008179,0.979507
25,-1.403830,-0.976577,0.000000,0.005371,-0.000244,1.009293
26,-0.305180,-0.549325,0.000000,0.002930,-0.005249,1.010391
27,-0.427253,-0.183108,0.000000,0.001343,0.000366,0.998550
28,-0.915541,-0.305180,0.183108,0.004883,-0.006592,1.005875
29,-0.061036,-0.122072,0.061036,-0.000488,-0.001831,0.992081
30,-0.549325,-0.183108,0.000000,-0.003174,-0.001221,0.996353
31,-0.183108,-0.183108,0.000000,-0.000855,-0.003052,1.001236
32,-0.366217,-0.305180,0.000000,0.003418,-0.002564,1.008438
33,0.183108,-0.183108,0.000000,0.004639,-0.001831,1.004288
34,-0.061036,-0.183108,0.000000,0.007324,-0.005249,1.000504
35,0.183108,-0.122072,0.000000,0.003052,0.000366,1.007095
36,0.427253,0.061036,0.000000,-0.000244,0.000732,0.996963
37,-0.305180,-0.061036,0.000000,-0.002319,-0.000122,0.996353
38,-0.488289,-0.244144,0.061036,-0.003174,0.001953,0.998428
39,-0.793469,-0.427253,0.000000,0.005493,0.000977,0.997818
40,-0.793469,-0.244144,0.000000,0.005615,-0.003052,1.008316
41,-0.732433,-0.061036,0.000000,0.005371,-0.001465,1.001602
42,-0.488289,-0.061036,0.000000,0.004517,-0.000977,1.001480
43,-0.671397,-0.183108,0.000000,0.000244,-0.006592,1.004166
44,-0.305180,-0.061036,0.000000,0.005249,-0.004150,1.006729
45,0.122072,0.061036,0.000000,0.000122,0.002075,0.995132
46,0.000000,0.000000,0.000000,-0.000488,-0.001221,0.984146
47,-0.244144,-0.305180,-0.122072,-0.002197,0.003906,0.987808
48,-1.159686,-0.488289,-0.244144,-0.002930,0.006348,0.984268
49,-2.319371,-0.732433,-0.122072,0.002808,0.000000,0.999283
50,-2.258335,-0.549325,0.000000,-0.002319,-0.005859,0.996475
51,-1.831083,-0.488289,0.000000,0.011963,0.003784,0.997086
52,-2.929732,-0.549325,0.000000,-0.003784,-0.010376,1.004044
53,-1.647974,-0.366217,0.000000,0.003784,0.002564,0.998550
54,-2.380407,-0.183108,0.000000,0.004883,-0.009400,1.010758
55,-1.525902,0.061036,-0.122072,0.009155,-0.011719,1.013931
56,-0.427253,0.366217,0.061036,0.004395,-0.008179,1.003555
57,-0.305180,0.427253,0.000000,0.000000,-0.001831,1.000381
58,-0.244144,0.244144,-0.122072,0.003052,-0.012451,1.010513
59,1.037613,0.488289,-0.122072,-0.001831,-0.000610,0.990249
60,0.000000,0.061036,-0.122072,0.000122,0.001709,0.983169
61,-0.671397,-0.427253,-0.122072,-0.000488,-0.004639,0.993179
62,-0.610361,-0.427253,-0.244144,-0.004517,0.004028,0.993790
63,-1.525902,-0.427253,0.061036,0.001343,-0.006226,1.001602
64,-0.854505,-0.183108,0.000000,0.004395,-0.007691,1.006485
65,-0.671397,-0.061036,0.183108,0.005127,-0.006348,1.003311
66,-0.671397,0.000000,0.122072,-0.003174,-0.006104,1.001236
67,-0.732433,0.000000,0.061036,0.001831,-0.006836,1.005997
68,0.183108,0.244144,0.000000,0.004273,-0.007324,0.999161
69,0.000000,0.305180,0.061036,0.001221,-0.005737,1.002335
70,0.305180,0.183108,-0.122072,0.001343,-0.001831,0.993668
71,0.183108,0.061036,-0.122072,-0.005615,0.001953,0.980850
72,-0.305180,-0.366217,0.000000,0.002075,0.000000,0.993423
73,-0.671397,-0.610361,-0.122072,-0.005371,-0.003174,0.983780
74,-0.915541,-0.976577,0.000000,0.005982,0.006714,0.993301
75,-2.502480,-0.854505,0.000000,-0.001831,-0.008545,1.001114
76,-1.281758,-0.854505,0.000000,0.007202,-0.008179,0.997574
77,-1.831083,-0.488289,0.061036,0.016236,0.003906,0.991592
78,-2.380407,-0.183108,0.000000,-0.016480,-0.016358,1.000992
79,-0.549325,-0.793469,0.061036,0.021485,-0.005127,1.001236
80,-1.342794,-0.183108,0.061036,-0.011353,-0.008179,0.991470
81,-0.610361,-0.549325,-0.183108,0.003662,-0.003052,1.001358
82,-0.732433,-0.366217,0.000000,0.005982,-0.008057,1.015518
83,0.244144,-0.244144,0.000000,0.007080,-0.012818,1.015763
84,1.159686,0.000000,0.000000,-0.002197,-0.001709,0.989761
85,0.122072,-0.671397,-0.122072,-0.005859,-0.006470,0.995377
86,0.244144,-0.915541,-0.122072,-0.008057,-0.013672,0.982071
87,0.305180,-1.281758,-0.122072,0.007080,0.001099,0.994156
88,-0.061036,-1.403830,0.000000,-0.004028,-0.010498,1.007462
89,0.732433,-1.037613,0.000000,0.004028,-0.004883,0.990127
90,-0.061036,-0.915541,0.061036,-0.001465,-0.007324,0.992935
91,0.244144,-1.098650,0.000000,0.006104,0.001221,1.000137
92,-0.549325,-1.098650,0.000000,0.003052,-0.001587,1.001480
93,-0.488289,-0.915541,-0.183108,0.007446,-0.013184,1.016983
94,0.915541,-0.122072,-0.244144,0.015503,-0.022095,1.039078
95,2.929732,1.220722,-0.305180,0.018189,-0.031373,1.055192
96,6.958114,2.868696,-0.488289,0.012329,-0.020142,1.037613
97,7.934691,3.356985,0.244144,-0.001099,-0.014649,1.026993
98,11.169604,3.540093,0.244144,-0.005249,-0.008789,0.991226
99,10.254063,2.502480,0.183108,-0.020630,0.010742,0.976577
100,9.826810,0.976577,0.061036,-0.019532,0.020386,0.964248
101,7.751583,-0.549325,-0.122072,-0.014527,0.017090,0.964981
102,6.775006,-1.892119,-0.366217,-0.004150,0.013672,0.963882
103,4.699779,-2.868696,-0.427253,-0.008667,0.016358,0.970230
104,3.295949,-3.601129,-0.366217,0.010010,0.009033,0.997330
105,3.295949,-3.295949,-0.183108,0.012085,0.003662,1.000870
106,3.540093,-2.929732,0.000000,0.004273,0.002075,0.995621
107,3.662165,-2.929732,0.122072,0.002808,0.006958,1.004898
108,4.089418,-2.990768,0.183108,0.003296,0.004273,0.992569
109,4.638743,-3.234913,0.244144,0.007813,0.014893,0.990982
110,3.418021,-3.723201,0.122072,0.012940,0.021851,0.992081
111,2.502480,-3.540093,0.000000,0.013306,0.014649,0.988907
112,1.831083,-3.356985,-0.122072,0.013062,0.016114,1.001724
113,1.953155,-2.563516,0.000000,0.015503,0.009766,1.001358
114,2.014191,-1.709010,0.061036,0.014893,0.005737,1.006851
115,2.624552,-0.976577,0.366217,0.016968,0.013916,1.015763
116,3.295949,-0.244144,0.305180,0.019287,0.005615,1.013687
117,3.540093,0.488289,0.732433,0.008301,0.005249,0.996719
118,4.211490,0.793469,0.732433,0.009400,0.012329,0.982437
119,3.723201,0.671397,0.671397,0.010376,0.020630,0.983536
120,3.418021,0.549325,0.793469,0.001953,0.019532,0.983780
121,2.746624,0.305180,0.671397,0.009522,0.014160,0.992569
122,2.929732,0.122072,0.854505,0.002930,0.015259,0.991592
123,3.295949,-0.305180,0.854505,0.003906,0.018921,0.980362
124,2.136263,-0.732433,0.976577,-0.022827,0.019287,0.982681
125,0.976577,-1.770047,1.525902,0.027222,0.012818,0.986587
126,2.685588,-1.037613,1.220722,-0.006226,0.010132,1.011368
127,2.990768,-1.525902,1.342794,0.007568,0.012207,0.973159
128,2.624552,-1.159686,1.342794,0.024781,0.014893,1.003922
129,4.028382,-0.549325,1.403830,0.016968,0.019043,0.975235
130,3.479057,-0.976577,1.342794,0.002686,0.038941,0.962783
131,-0.610361,-0.732433,1.403830,0.025391,0.025025,1.012711
132,1.464866,0.671397,1.037613,-0.004395,0.005737,1.005509
133,3.356985,0.000000,1.037613,0.035157,0.025147,1.013687
134,2.075227,1.342794,1.342794,0.009888,-0.005493,1.058000
135,7.812619,2.502480,1.098650,0.008667,0.002319,1.008072
136,7.507439,1.709010,1.342794,0.009033,0.032715,0.996841
137,7.568475,2.014191,0.793469,0.006470,0.025757,0.995865
138,7.263294,1.342794,0.732433,-0.011475,0.049928,0.985977
139,6.103609,0.488289,0.366217,0.007202,0.039673,0.976822
140,3.723201,-0.915541,0.183108,0.002930,0.039429,0.977066
141,3.356985,-1.525902,-0.122072,0.006348,0.040528,0.994766
142,2.380407,-2.197299,-0.427253,-0.008301,0.043091,0.971084
143,1.098650,-3.234913,-0.610361,0.004517,0.043946,0.972183
144,-0.427253,-4.577707,-0.732433,-0.000122,0.037110,0.995987
145,-0.244144,-4.821851,-0.976577,0.013306,0.031250,0.998062
146,-0.244144,-4.516670,-0.976577,0.019409,0.033326,1.005386
147,-0.488289,-3.601129,-0.854505,0.027466,0.035279,1.004776
148,-0.488289,-2.746624,-0.854505,0.018799,0.034180,1.002090
149,-1.098650,-2.136263,-0.671397,0.019409,0.022705,1.000137
150,-0.061036,-1.159686,-0.610361,0.014771,0.028321,1.009659
151,0.244144,-0.976577,-0.305180,0.022461,0.026368,1.002823
152,1.525902,0.061036,-0.549325,0.021363,0.046021,0.986465
153,-1.037613,0.183108,-0.366217,0.017212,0.028809,1.005631
154,1.403830,1.220722,-0.549325,0.024170,0.040894,0.991226
155,-0.793469,1.342794,-0.366217,0.014038,0.027588,1.000259
156,0.244144,2.136263,-0.488289,0.004517,0.023316,1.015885
157,0.671397,2.319371,-0.122072,0.022095,0.011719,1.001602
158,2.380407,2.502480,-0.122072,0.000977,0.029419,0.995010
159,1.403830,2.014191,-0.427253,-0.000855,-0.005005,0.972427
160,3.540093,1.342794,0.000000,-0.001709,0.056519,0.978653
161,2.258335,0.488289,0.061036,-0.013184,0.070069,1.009659
162,0.610361,-0.671397,0.000000,-0.001343,0.060304,1.004776
163,1.525902,-0.915541,-0.305180,0.008423,0.045411,0.966567
164,-1.525902,-1.709010,-0.488289,0.007446,0.055543,0.970230
165,-3.234913,-1.892119,-0.549325,0.010132,0.032837,1.003677
166,-2.197299,-1.525902,-0.610361,0.019165,0.033448,0.972793
167,-3.112840,-1.464866,-0.793469,0.006592,0.044434,0.968032
168,-5.127031,-2.502480,-0.671397,-0.004761,0.036622,0.962905
169,-6.347753,-3.295949,-0.793469,0.012940,0.044556,0.964858
170,-7.446403,-3.967346,-0.549325,-0.005982,0.030884,0.951186
171,-9.460594,-4.699779,0.000000,0.003662,0.009522,1.005142
172,-6.347753,-4.150454,0.000000,0.014649,0.024903,0.979629
173,-7.751583,-4.638743,0.183108,0.011719,0.059815,0.930068
174,-13.855192,-5.798428,0.305180,0.023072,0.036988,0.980606
175,-13.000687,-5.676356,-0.183108,0.018677,0.017212,0.981704
176,-13.794156,-5.798428,0.122072,0.039063,0.017456,0.986465
177,-15.197986,-5.188067,1.037613,0.039429,-0.001343,1.019059
178,-11.230640,-3.845274,0.732433,0.015991,0.033692,0.932998
179,-17.822538,-6.164645,1.220722,-0.009766,0.059815,0.865492
180,-28.686961,-9.887846,1.892119,0.004883,0.043336,0.907973
181,-36.438544,-11.963073,2.136263,0.027832,-0.013550,0.992203
182,-30.640116,-11.596857,2.258335,0.018433,0.007935,0.973892
183,-35.034714,-11.902037,2.563516,0.018921,0.017456,0.967178
184,-40.283818,-12.695506,3.906310,0.030884,-0.012573,1.048600
185,-36.926833,-10.742351,3.601129,0.046632,-0.027100,1.035782
186,-36.133364,-9.582666,3.356985,0.042115,-0.044800,1.006363
187,-34.241245,-9.399557,2.929732,0.012207,-0.037598,1.034195
188,-36.682689,-9.704738,3.356985,0.044923,-0.035035,1.006973
189,-34.424353,-9.277485,3.051804,0.035645,-0.052247,1.005875
190,-31.738766,-8.484016,3.234913,0.044434,-0.039551,1.015274
191,-34.729534,-8.300908,4.455634,0.063722,-0.086549,1.011368
192,-30.762188,-7.934691,3.418021,0.012696,-0.060426,1.053239
193,-26.489662,-5.127031,2.075227,0.113039,0.054322,0.948623
194,-43.030442,-1.709010,3.234913,-0.010010,0.029786,0.940444
195,-54.627298,-2.929732,4.699779,0.109255,-0.065187,1.040787
196,-47.974365,1.586938,2.380407,0.021851,-0.066407,1.067643
197,-48.096437,2.685588,1.647974,0.048463,-0.120974,0.929335
198,-47.791257,6.652934,3.662165,0.041871,-0.084840,1.006119
199,-44.556344,7.629511,-0.549325,-0.015015,-0.132692,1.036027
200,-38.574807,5.737392,-3.234913,-0.034424,-0.093019,0.995865
201,-47.425040,5.859464,-18.677043,-0.041016,-0.001709,1.003433
202,-76.295109,11.902037,-43.274586,0.011475,-0.125978,1.038224
203,-74.525063,13.122759,-37.537194,0.082765,-0.293950,1.070207
204,-54.444190,6.530861,-16.906996,0.101808,-0.306767,1.132219
205,-42.786297,2.624552,-7.080186,0.042603,-0.132204,1.004532
206,-48.767834,1.525902,-7.873655,0.086915,0.024659,1.007950
207,-82.215610,8.300908,-8.178836,0.068482,0.091310,0.981949
208,-120.912490,11.352712,-5.859464,0.056031,-0.009400,0.956924
209,-117.250324,4.821851,17.090105,0.020386,-0.164675,0.960830
210,-100.892653,0.244144,5.920500,-0.051637,0.093507,0.770764
211,-135.805295,-12.146181,-11.718929,0.054932,0.472419,0.782361
212,-328.007935,-4.699779,-7.995727,0.053834,0.416876,1.609155
213,-451.422904,-17.395285,21.911955,-0.255863,0.178958,1.408347
214,-512.886244,-39.673457,1.586938,-0.092531,0.079591,1.289937
215,-632.150759,-31.372549,18.127718,0.188113,-0.022827,1.545434
216,-686.472877,-30.090791,44.678416,0.165042,-0.847913,1.934844
217,-799.267567,4.089418,166.018158,-1.660548,-0.144900,1.999969
218,-250.980392,15.808347,-1.892119,-0.873304,-1.410422,1.999969
219,317.753872,41.992828,-37.781338,-0.590463,0.673228,1.999969
220,203.250172,51.636530,-60.181582,-0.140383,0.555917,0.711315
221,-26.428626,-28.870069,33.081559,-0.281498,0.593393,0.083497
222,-117.616541,-80.323491,47.913329,0.199344,0.449836,0.494881
223,30.701152,-36.072328,-1.037613,0.241215,0.345586,0.835218
224,43.884947,-5.554284,-28.442817,0.344366,0.694469,0.670665
225,-11.596857,17.029068,-38.147555,0.161257,0.464118,1.026383
226,40.650034,32.227054,-52.185855,0.006958,0.439826,1.047745
227,64.332036,22.827497,-53.284504,-0.154177,0.489631,0.925429
228,69.886320,2.929732,-43.701839,-0.247807,0.378912,1.051652
229,102.845808,-6.103609,-34.546426,-0.283452,0.370001,1.112200
230,122.499428,-5.676356,-25.329976,-0.280766,0.369024,1.150896
231,139.345388,4.028382,-17.700465,-0.272587,0.312993,1.243183
232,163.210498,15.991455,-11.535821,-0.256596,0.264286,1.237568
233,182.070649,22.705425,-4.150454,-0.239994,0.195560,1.145159
234,198.855573,23.010605,2.990768,-0.164797,0.137697,1.037003
235,209.842069,19.836728,8.850233,-0.065553,0.127077,0.989639
236,216.128786,15.869383,11.413748,0.034058,0.120974,1.057145
237,223.453117,14.526589,9.948882,0.104982,0.129519,1.244526
238,235.172045,16.357671,5.249104,0.163577,0.123415,1.386984
239,248.416876,19.653620,-1.342794,0.176761,0.086671,1.462181
240,261.051347,22.705425,-8.361944,0.183841,0.015259,1.432151
241,268.802930,25.207904,-14.831769,0.169558,-0.049561,1.356466
242,269.840543,28.503853,-21.362631,0.163333,-0.173220,1.197894
243,260.929274,38.269627,-28.137636,0.154299,-0.286381,1.082658
244,243.595026,52.429999,-34.180209,0.124147,-0.343145,1.064225
245,226.504921,65.613794,-38.452735,0.096681,-0.317388,1.271992
246,214.053559,68.848707,-40.588998,0.034302,-0.282597,1.510521
247,210.269322,61.646448,-41.687648,-0.038941,-0.269047,1.922515
248,209.781033,55.848020,-39.551385,-0.079591,-0.369390,1.999969
249,227.298390,54.688334,-38.513771,-0.063111,-0.573983,1.999969
250,241.886015,61.463340,-41.199359,-0.062379,-0.652110,1.941436
251,228.885328,66.102083,-40.894179,-0.161379,-0.719127,1.999969
252,229.373617,62.745098,-37.354086,-0.285405,-0.809216,1.999969
253,253.116655,57.434958,-30.823224,-0.334356,-0.850355,1.999969
