Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,0.305180,0.244144,0.061036,-0.010864,0.016236,0.991592
1,0.061036,0.122072,0.000000,-0.005371,0.012085,0.997208
2,0.122072,0.122072,0.061036,-0.013184,0.004517,0.995987
3,0.366217,-0.122072,0.122072,0.000977,0.020020,0.996963
4,-0.854505,0.061036,0.000000,-0.015137,0.006714,0.999405
5,0.244144,0.000000,0.000000,-0.004517,0.014649,0.993423
6,-0.793469,0.000000,0.000000,-0.011231,0.012573,0.994766
7,-0.427253,-0.061036,0.000000,-0.001221,0.010986,1.001358
8,-0.488289,-0.183108,0.000000,-0.003906,0.015747,1.009781
9,-0.915541,-0.061036,-0.122072,-0.006470,0.002686,1.004654
10,0.366217,0.122072,0.000000,-0.008179,0.010498,0.994644
11,-0.305180,0.183108,0.061036,-0.006836,0.009277,1.000748
12,0.366217,0.122072,0.000000,-0.006836,0.010498,1.005753
13,0.244144,0.244144,0.000000,-0.009033,0.005615,0.998550
14,0.183108,-0.183108,0.000000,-0.003052,0.022461,0.991104
15,-0.305180,-0.061036,-0.183108,-0.009522,0.009400,1.005753
16,0.183108,0.000000,0.000000,-0.004028,0.004761,0.998795
17,0.305180,0.183108,-0.122072,-0.010132,0.018433,0.997696
18,-0.427253,-0.671397,0.000000,-0.000977,0.012207,1.006485
19,-0.488289,-0.244144,-0.183108,-0.007446,0.011597,0.996841
20,-0.427253,-0.610361,0.000000,-0.005127,0.015503,1.022843
21,0.061036,-0.488289,0.000000,0.011963,0.018677,1.007706
22,-0.793469,-0.244144,0.000000,-0.005371,0.002197,1.010513
23,1.098650,0.061036,0.000000,0.000366,0.010498,0.993912
24,-0.244144,0.061036,0.000000,-0.024903,0.004761,0.998062
25,0.610361,-0.366217,0.000000,0.018189,0.004883,1.007950
26,0.183108,0.183108,0.000000,-0.013672,0.007446,0.994034
27,1.037613,0.122072,-0.122072,-0.023682,0.018311,0.994400
28,-0.061036,-0.305180,-0.122072,0.000122,0.007568,0.996475
29,0.427253,0.000000,0.000000,-0.016602,0.012451,0.996475
30,0.610361,-0.244144,-0.183108,0.004150,0.025391,1.000015
31,-0.305180,-0.061036,0.000000,-0.008179,0.005127,0.996597
32,1.159686,0.000000,-0.122072,-0.008179,0.023438,0.987930
33,-1.892119,-0.488289,0.000000,-0.008301,0.003906,1.010269
34,1.037613,0.061036,-0.183108,-0.005615,0.007324,0.997696
35,-0.915541,-0.305180,0.000000,-0.016480,0.009277,0.993545
36,0.000000,0.122072,0.000000,-0.000366,0.008179,1.005875
37,0.000000,0.061036,0.000000,-0.015137,0.014649,0.981338
38,-1.281758,-0.427253,0.122072,0.008789,0.004761,1.021500
39,1.342794,0.183108,-0.183108,-0.011597,0.012573,1.002335
40,-0.732433,-0.061036,0.000000,-0.006226,0.010742,1.003067
41,0.488289,0.122072,0.000000,-0.010376,0.012696,1.000504
42,-0.244144,-0.061036,-0.122072,-0.004028,0.012696,0.989639
43,-0.183108,-0.305180,0.000000,-0.005371,0.008545,0.995621
44,-0.244144,-0.305180,-0.122072,-0.010742,0.010132,0.995621
45,-0.183108,-0.305180,-0.122072,-0.008911,0.011963,0.997940
46,-0.427253,-0.366217,-0.183108,-0.007080,0.013672,1.003677
47,-0.305180,-0.366217,0.000000,-0.004639,0.010986,1.002090
48,-0.061036,-0.183108,0.000000,-0.006958,0.009522,0.994888
49,-0.061036,-0.183108,0.000000,-0.005615,0.015381,0.994034
50,-0.305180,-0.366217,0.061036,-0.009522,0.008789,0.999527
51,-0.427253,-0.488289,0.000000,-0.005005,0.009155,1.004288
52,-0.488289,-0.427253,0.000000,-0.004150,0.000366,1.016861
53,0.854505,0.122072,0.000000,-0.006592,0.011353,1.003067
54,0.854505,0.122072,0.061036,-0.013550,0.010864,0.986831
55,0.915541,-0.488289,0.061036,-0.014160,0.009644,0.992081
56,1.037613,-0.793469,0.061036,-0.012696,0.015015,1.006851
57,1.525902,-0.854505,0.061036,-0.009155,0.021363,1.012955
58,1.709010,-0.488289,-0.122072,-0.028199,0.004028,0.949233
