Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,0.305180,0.305180,0.000000,0.009644,-0.022950,1.005264
1,0.488289,0.244144,0.000000,0.006226,-0.032471,1.005386
2,0.854505,0.244144,-0.122072,0.005859,-0.022339,0.993057
3,0.732433,0.000000,-0.183108,0.004639,-0.024781,0.999771
4,0.854505,0.000000,-0.244144,0.013794,-0.022095,0.997818
5,0.427253,-0.122072,-0.244144,0.009400,-0.024659,1.001114
6,0.793469,0.183108,-0.183108,0.005371,-0.025513,0.996231
7,0.488289,0.244144,-0.122072,0.010986,-0.022095,1.000504
8,0.732433,0.305180,0.000000,0.002075,-0.025269,1.012222
9,0.671397,0.488289,0.000000,0.004883,-0.022339,1.006119
10,0.793469,0.671397,-0.183108,-0.005005,-0.020752,0.994400
11,0.549325,0.183108,0.000000,0.009155,-0.018555,0.996719
12,0.732433,0.549325,0.000000,0.002197,-0.022827,1.005264
13,0.915541,0.488289,-0.122072,0.002930,-0.019409,0.999161
14,0.915541,0.183108,-0.183108,0.008545,-0.024659,1.000870
15,1.159686,0.122072,-0.305180,-0.003174,-0.018555,0.988296
16,0.671397,0.000000,-0.183108,0.007324,-0.017212,0.997452
17,0.122072,0.000000,-0.244144,0.005737,-0.022461,1.000626
18,-0.244144,-0.061036,-0.122072,0.011719,-0.020874,1.003311
19,0.671397,0.244144,0.000000,0.008789,-0.018189,1.004532
20,-0.183108,0.122072,0.000000,0.013062,-0.016846,1.002090
21,0.183108,0.305180,0.000000,0.004150,-0.018555,1.004898
22,-0.122072,0.061036,0.000000,0.005249,-0.022461,1.002701
23,-0.183108,0.122072,0.000000,0.003540,-0.023926,0.992569
24,-0.305180,0.122072,-0.183108,0.005859,-0.025269,1.003677
25,0.244144,0.366217,0.000000,0.001709,-0.031006,1.007828
26,0.732433,0.183108,-0.122072,0.011231,-0.019654,0.985977
27,0.122072,0.000000,-0.183108,0.005737,-0.019165,0.999649
28,0.366217,0.061036,-0.244144,0.003784,-0.021729,1.001968
29,0.366217,0.000000,-0.183108,0.005249,-0.018067,1.003067
30,0.549325,0.000000,-0.183108,0.002808,-0.020386,1.003799
31,0.122072,0.000000,-0.183108,-0.000488,-0.016602,0.993790
32,-0.305180,-0.244144,-0.183108,0.012085,-0.020508,1.002213
33,0.061036,0.061036,0.000000,0.005859,-0.021607,0.998428
34,-0.305180,-0.061036,-0.122072,0.007324,-0.022095,1.008682
35,0.000000,0.122072,0.000000,0.009277,-0.023804,1.010025
36,0.122072,0.122072,0.000000,0.012451,-0.021729,0.996719
37,0.000000,0.305180,0.000000,0.005493,-0.023194,1.000870
38,0.427253,0.305180,0.000000,0.003540,-0.019409,1.004776
39,0.427253,0.427253,0.000000,0.002075,-0.022705,0.995377
40,1.342794,0.732433,-0.183108,-0.008179,-0.016968,0.969375
41,0.488289,0.000000,0.000000,0.010010,-0.021851,0.995010
42,1.098650,0.183108,-0.244144,0.004273,-0.015625,1.004776
43,1.037613,0.122072,-0.183108,0.004883,-0.020142,1.004898
44,1.342794,0.244144,-0.122072,0.006348,-0.022827,0.999039
45,1.220722,0.244144,0.000000,0.000244,-0.018677,0.997574
46,1.403830,0.183108,0.000000,0.008667,-0.023804,1.001358
47,1.525902,0.244144,0.000000,0.003662,-0.023316,1.011734
48,1.831083,0.671397,0.061036,0.000000,-0.027710,1.016251
