Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,-0.061036,-0.244144,-0.122072,-0.010864,0.005249,0.999405
1,-0.244144,-0.427253,-0.183108,-0.005982,0.002930,0.995377
2,-0.122072,-0.366217,0.000000,-0.006226,0.005127,1.005509
3,-0.122072,-0.427253,-0.183108,-0.008423,0.005615,1.002579
4,-0.122072,-0.305180,0.000000,-0.003662,0.002564,0.995865
5,-0.427253,-0.488289,-0.122072,-0.001831,0.002075,0.990372
6,-0.366217,-0.366217,-0.183108,-0.006958,0.002808,0.997086
7,-0.671397,-0.366217,-0.122072,-0.000732,-0.000244,0.996719
8,-0.427253,-0.183108,-0.122072,-0.004883,0.001465,1.003922
9,-0.427253,-0.183108,-0.122072,-0.013428,0.002319,1.002335
10,-0.305180,-0.061036,-0.122072,-0.003540,0.003418,0.999161
11,0.000000,0.061036,-0.122072,-0.007446,0.004395,1.003555
12,-0.122072,0.000000,-0.122072,-0.002808,0.005005,1.000870
13,0.244144,0.122072,0.000000,-0.011353,-0.000732,0.991958
14,-0.366217,-0.244144,0.000000,-0.003662,0.001953,1.000626
15,0.061036,-0.122072,0.000000,-0.008545,0.000122,1.000137
16,0.305180,-0.244144,0.061036,-0.010010,0.011353,0.984146
17,-0.305180,-0.305180,0.000000,-0.008667,0.010620,0.983291
18,-0.976577,-0.671397,-0.183108,-0.010376,0.014893,0.997086
19,-1.647974,-0.610361,0.000000,-0.001465,0.002075,1.006485
20,-0.854505,-0.305180,-0.183108,-0.004150,0.007080,0.991348
21,-2.075227,-0.061036,0.061036,-0.006836,-0.006226,0.994888
22,-0.488289,0.244144,0.061036,-0.000488,0.004395,1.006729
23,-1.342794,-0.061036,0.000000,-0.010010,0.001099,0.994156
24,-1.098650,-0.061036,0.000000,-0.006470,-0.006714,1.006119
25,-0.244144,0.000000,0.000000,-0.006714,0.004761,0.992081
26,-0.732433,-0.244144,0.000000,-0.008789,0.006714,1.004654
27,-0.488289,-0.183108,0.000000,-0.009277,0.002441,0.999161
28,-0.427253,-0.366217,-0.122072,-0.002564,0.006226,0.997208
29,-0.488289,-0.610361,0.000000,-0.008301,0.001465,0.995254
30,-0.061036,-0.549325,-0.122072,-0.004639,0.003784,1.002213
31,-0.244144,-0.732433,-0.122072,-0.010742,0.008057,0.989883
32,-0.793469,-0.976577,0.000000,-0.003418,0.009277,0.994888
33,-0.671397,-1.037613,-0.244144,-0.002441,0.012085,0.994644
34,-2.014191,-1.037613,0.000000,-0.003662,0.003418,0.995132
35,-1.220722,-0.854505,-0.122072,-0.013306,-0.002197,1.005386
36,-1.281758,-0.671397,-0.122072,-0.000122,0.001465,1.003799
37,-1.098650,-0.610361,0.000000,-0.012085,0.000732,1.008560
38,-0.854505,-0.610361,0.000000,0.001465,0.005493,1.013931
39,-0.305180,-0.305180,-0.183108,-0.006226,0.001465,1.004044
40,-0.183108,-0.488289,0.000000,-0.005737,-0.000488,1.003189
41,-0.244144,-0.427253,-0.183108,-0.008057,0.006226,0.994522
42,-0.549325,-0.610361,0.000000,-0.010132,0.001099,0.999283
43,-0.061036,-0.549325,-0.122072,-0.006226,0.000244,0.990127
44,-0.366217,-0.671397,-0.122072,-0.009644,0.002075,1.001724
45,-0.427253,-0.732433,-0.122072,-0.001465,0.004150,0.998550
46,-0.427253,-0.793469,-0.122072,-0.004639,0.010620,0.995132
47,-0.793469,-0.671397,-0.122072,-0.004883,0.006958,0.997086
48,-0.732433,-0.854505,0.000000,-0.007446,0.006714,1.001602
49,-0.976577,-0.854505,-0.183108,-0.001953,0.000610,0.998672
50,-0.671397,-0.671397,0.000000,-0.001221,0.005982,0.999283
