Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,0.305180,0.305180,0.000000,0.013428,-0.014649,1.003677
1,0.671397,0.366217,0.000000,0.006348,-0.012451,1.004288
2,0.732433,0.427253,0.000000,0.007446,-0.010498,0.997940
3,0.732433,0.305180,0.000000,0.010620,-0.007446,1.001968
4,0.793469,0.366217,-0.183108,0.006714,-0.011353,0.997818
5,0.793469,0.183108,-0.122072,0.006958,-0.012207,1.000137
6,0.671397,0.244144,-0.122072,0.006592,-0.010620,0.992447
7,0.427253,0.183108,-0.122072,0.007446,-0.010254,0.998062
8,0.671397,0.305180,0.000000,0.009155,-0.011597,0.999039
9,0.305180,0.305180,0.000000,0.008179,-0.008423,0.997452
10,0.244144,0.244144,0.000000,0.010010,-0.009766,0.997208
11,0.122072,0.305180,0.000000,0.012329,-0.009400,0.996231
12,-0.183108,0.183108,0.000000,0.002930,-0.019043,0.998428
13,0.488289,0.366217,0.000000,0.009644,-0.009400,1.003189
14,0.000000,0.366217,0.061036,0.006714,-0.013428,0.994034
15,0.549325,0.549325,0.000000,0.013550,-0.018067,1.007095
16,0.488289,0.488289,0.000000,0.014649,-0.014649,1.002335
17,0.793469,0.671397,0.000000,0.007935,-0.011597,1.011978
18,0.793469,0.549325,0.000000,0.006958,-0.010620,1.004166
19,0.976577,0.671397,0.000000,0.003784,-0.007691,0.989273
20,0.549325,0.427253,0.000000,0.007324,-0.010742,0.997940
21,0.854505,0.366217,0.000000,0.010254,-0.005371,0.999161
22,0.366217,0.244144,0.000000,0.006836,-0.006348,0.997818
23,0.427253,0.244144,0.000000,0.006592,-0.008179,0.997452
24,0.000000,0.183108,0.000000,0.011841,-0.007446,1.003433
25,0.122072,0.183108,0.000000,0.013672,-0.016602,1.000870
26,0.000000,0.305180,0.000000,0.008423,-0.012207,1.004044
27,-0.061036,0.366217,0.000000,0.009400,-0.014282,1.009537
28,0.366217,0.488289,0.000000,0.012329,-0.012696,0.999039
29,0.244144,0.488289,0.000000,0.010742,-0.009033,1.002335
30,0.671397,0.488289,0.000000,0.008911,-0.014649,1.001114
31,0.793469,0.549325,0.000000,0.003784,-0.013916,1.001358
32,0.671397,0.427253,0.000000,0.009033,-0.009644,1.000381
33,0.793469,0.244144,0.000000,0.001343,-0.006592,0.992813
34,0.549325,0.183108,-0.122072,0.007813,-0.008057,1.000381
35,0.549325,0.183108,-0.122072,0.006714,-0.008667,0.997330
36,0.244144,0.000000,-0.122072,0.005127,-0.011475,1.000015
37,0.122072,0.244144,-0.122072,0.003418,-0.010986,1.005020
38,-0.061036,0.244144,-0.122072,0.010132,-0.019043,1.004532
39,0.061036,0.488289,-0.122072,0.008057,-0.013672,1.003311
40,-0.183108,0.244144,0.061036,0.007813,-0.016846,1.000504
41,0.549325,0.549325,0.000000,0.009522,-0.009644,0.990005
42,0.000000,0.366217,0.000000,0.005371,-0.015381,1.000504
43,0.549325,0.244144,-0.122072,0.004639,-0.010010,1.010025
44,0.549325,0.427253,-0.122072,0.004883,-0.011841,1.002823
45,0.732433,0.366217,0.000000,0.009766,-0.011841,0.996353
46,0.671397,0.183108,0.000000,0.007813,-0.011597,1.003677
47,0.976577,0.366217,0.000000,0.007446,-0.014038,1.002090
48,0.976577,0.305180,0.000000,-0.005371,-0.005493,0.992325
49,0.549325,0.000000,0.000000,0.000000,-0.006714,0.980728
50,-0.061036,-0.244144,-0.122072,0.007324,-0.015991,1.002090
51,0.671397,-0.122072,-0.122072,0.006714,-0.013184,1.006241
52,0.732433,0.244144,0.061036,0.009400,-0.014527,0.992325
53,0.793469,0.488289,0.183108,0.007813,-0.012573,0.999527
54,0.671397,0.427253,0.183108,0.009277,-0.011597,1.005753
55,0.915541,0.671397,0.244144,0.005005,-0.017212,1.005631
56,1.098650,0.854505,0.061036,0.025391,-0.019043,1.054826
57,3.601129,0.854505,0.000000,-0.000366,-0.024903,1.025040
58,2.685588,1.037613,0.244144,0.000244,-0.052125,1.059220
59,10.742351,2.380407,0.000000,0.013428,-0.029175,1.040909
60,9.826810,2.990768,0.061036,-0.003052,-0.027344,1.024918
61,13.733120,2.929732,0.183108,0.000000,-0.016724,1.000259
62,15.075914,3.356985,0.000000,0.018433,0.021363,0.986465
63,11.841001,2.685588,0.183108,-0.009400,0.008667,0.969375
64,11.169604,1.831083,-0.244144,-0.004150,0.021607,0.956802
65,9.277485,0.549325,-0.305180,-0.002075,0.021363,0.972549
66,7.507439,-0.305180,-0.549325,-0.005127,0.017090,0.966567
67,5.310140,-1.525902,-0.549325,-0.001465,0.013306,0.975479
68,4.638743,-1.892119,-0.610361,0.007691,0.006958,0.995499
69,4.516670,-2.014191,-0.549325,0.007202,0.007324,0.982193
70,4.516670,-2.014191,-0.366217,0.007446,0.009400,0.997208
71,5.065995,-1.953155,-0.183108,0.003784,0.005371,1.004410
72,5.188067,-2.075227,-0.183108,0.005493,0.008667,1.010636
73,4.760815,-1.525902,-0.427253,0.011841,-0.007813,1.011490
74,6.164645,-1.586938,0.000000,0.021851,0.015381,0.992813
75,5.737392,-1.342794,0.000000,0.010986,0.022095,0.999283
76,5.432212,-0.915541,0.000000,0.011719,0.016602,0.984878
77,4.638743,-0.549325,-0.305180,0.008545,0.016968,0.989517
78,3.662165,-0.976577,0.122072,0.012451,0.007324,0.995377
79,5.188067,-0.549325,0.000000,0.010864,0.021729,0.983413
80,3.845274,-0.488289,0.000000,0.008789,0.020630,0.983413
81,3.723201,-0.122072,0.061036,0.022827,0.018799,1.000626
82,2.929732,0.854505,0.488289,0.010498,0.014038,1.003922
83,3.906310,1.831083,0.732433,0.015625,0.005005,1.002823
84,4.699779,2.136263,0.976577,0.011963,0.011597,1.001480
85,5.493248,2.197299,1.098650,-0.001709,0.023926,0.976944
86,4.272526,1.892119,0.976577,0.001831,0.025147,0.980117
87,3.723201,1.647974,0.793469,0.002930,0.036500,0.958145
88,0.671397,1.403830,0.671397,0.011231,0.040162,0.937514
89,-2.136263,0.976577,0.549325,0.010620,0.032227,0.975723
90,-4.333562,0.610361,0.671397,0.003052,-0.006226,1.037491
91,0.427253,1.342794,1.037613,0.027832,0.000366,1.019913
92,2.075227,2.563516,0.976577,0.004273,0.023560,1.012955
93,1.525902,2.197299,0.793469,0.007080,0.001831,1.005509
94,3.601129,2.380407,0.671397,0.009033,0.000977,1.017350
95,6.286717,2.136263,0.671397,-0.000610,0.018311,0.998428
96,6.286717,1.647974,0.366217,0.005249,0.035279,0.980972
97,5.127031,1.403830,0.305180,0.005737,0.036744,0.983291
98,3.234913,1.037613,0.183108,0.005371,0.026734,0.983291
99,2.807660,0.854505,0.183108,0.006104,0.027710,0.994644
100,2.380407,0.793469,0.244144,0.003662,0.030274,0.990982
101,0.793469,0.122072,0.244144,-0.000122,0.019532,1.003189
102,1.831083,-0.122072,0.183108,-0.004150,0.031861,0.985855
103,1.037613,-1.342794,-0.244144,-0.012940,0.028321,0.988052
104,0.366217,-2.319371,-0.366217,0.000000,0.015625,1.009049
105,2.746624,-2.319371,-0.732433,0.001709,0.022950,1.005386
106,2.197299,-2.807660,-0.732433,0.005249,0.028687,0.984146
107,1.953155,-3.479057,-0.915541,0.004883,0.043824,0.982559
108,0.854505,-3.540093,-1.098650,0.008179,0.037110,0.977432
109,-0.976577,-3.784237,-1.098650,0.017700,0.037232,0.992081
110,-1.709010,-2.563516,-0.854505,0.030762,0.022950,1.019547
111,-1.098650,-0.732433,-0.610361,0.026978,0.032227,0.997818
112,-2.258335,0.366217,-0.305180,0.016480,0.037110,0.990616
113,-3.173877,0.793469,-0.305180,-0.000244,0.033448,0.978531
114,-4.394598,0.732433,-0.183108,0.015869,0.018067,1.002701
115,-3.601129,1.281758,-0.122072,0.010010,0.015381,1.012222
116,-2.075227,1.525902,0.000000,0.001465,0.024659,0.986099
117,-3.112840,0.732433,0.122072,0.000488,0.021118,0.984390
118,-3.479057,0.183108,0.000000,-0.003906,0.024292,0.983536
119,-3.173877,-0.427253,-0.122072,0.000977,0.024292,0.983291
120,-4.882887,-1.281758,0.122072,0.002564,0.023560,0.988907
121,-4.211490,-1.709010,0.000000,-0.006592,0.028687,0.977310
122,-5.676356,-2.685588,-0.122072,-0.001709,0.020508,0.984146
123,-6.225681,-3.356985,-0.244144,-0.004028,0.018311,0.971695
124,-7.141222,-4.089418,-0.122072,0.005493,0.030518,0.978042
125,-9.582666,-4.699779,0.000000,0.006958,0.001343,0.989761
126,-9.521630,-4.455634,0.305180,0.012207,0.016358,0.981094
127,-11.596857,-4.760815,0.732433,0.014893,0.018067,0.981949
128,-12.146181,-5.127031,1.159686,0.001587,0.014893,0.968765
129,-13.916228,-5.859464,0.732433,0.006958,0.029786,0.965225
130,-17.517357,-7.202258,0.976577,0.007691,-0.002930,1.010025
131,-14.526589,-6.836042,0.671397,0.016724,-0.007935,1.008316
132,-15.075914,-6.897078,0.915541,0.030030,-0.012207,1.011856
133,-13.488975,-6.347753,0.793469,0.013916,-0.009888,1.015030
134,-12.939651,-6.652934,1.037613,0.023926,-0.024170,1.015518
135,-11.596857,-6.042573,1.342794,0.028687,-0.009277,0.982193
136,-13.183795,-6.286717,1.220722,0.013062,-0.005493,0.981216
137,-15.014878,-7.324331,1.770047,0.012329,0.008545,0.959854
138,-18.860151,-8.606088,1.831083,0.016114,0.010254,0.952285
139,-24.048219,-9.704738,2.075227,0.023438,-0.012207,1.001358
140,-22.888533,-9.277485,1.770047,0.030396,-0.038819,1.022721
141,-22.705425,-8.789197,1.647974,0.034668,-0.034913,0.995254
142,-22.827497,-7.629511,1.892119,0.038331,-0.060060,1.012833
143,-20.569162,-6.775006,2.441444,0.049317,-0.062989,1.026871
144,-19.470512,-5.493248,4.089418,0.047486,-0.044434,1.042130
145,-17.883574,-2.929732,5.371176,0.056886,-0.057618,1.032120
146,-17.273213,-0.976577,6.042573,0.057130,-0.031617,0.999283
147,-18.493935,0.488289,6.286717,0.098390,0.027710,0.952285
148,-29.602502,2.624552,5.432212,-0.023072,0.023072,0.988540
149,-33.875029,0.122072,4.211490,0.038697,-0.016602,0.970718
150,-34.790570,0.427253,2.014191,0.033570,-0.036744,1.004776
151,-36.621653,-0.366217,0.000000,0.011597,-0.051392,0.961563
152,-27.832456,0.610361,0.122072,0.012451,-0.029419,1.062516
153,-30.701152,2.746624,-3.967346,0.022217,-0.077760,0.953140
154,-35.034714,0.000000,-8.545052,-0.035279,-0.034424,1.013199
155,-37.842374,-2.929732,-13.366903,-0.006958,-0.019898,1.030167
156,-49.011978,-3.540093,-23.254749,0.026246,-0.043458,0.973037
157,-52.735180,6.286717,-25.024796,0.149905,-0.127687,0.917494
158,-46.814679,8.239872,-25.207904,0.068727,-0.177859,0.996719
159,-43.762875,6.164645,-15.320058,0.067506,-0.163699,1.071550
160,-42.542153,3.540093,-7.873655,0.024781,-0.057252,0.998672
161,-60.303655,3.418021,-11.047532,0.101442,-0.093141,1.037247
162,-73.121233,10.131991,-8.667124,0.042359,0.000000,0.986587
163,-76.905470,11.902037,-6.225681,0.059693,0.052369,0.904189
164,-105.043107,12.695506,-3.967346,0.024292,0.128420,0.761975
165,-128.725109,7.568475,5.920500,-0.004395,0.193973,0.894789
166,-188.235294,12.573434,-3.356985,0.040406,0.482918,1.162982
167,-233.035782,-0.610361,-31.860838,0.043336,0.376837,1.272358
168,-383.916991,22.522316,-23.559930,-0.148562,0.096193,1.199603
169,-486.884871,10.803388,18.982223,0.101930,-0.007324,1.560082
170,-518.928817,18.371862,20.630198,0.206302,-0.162600,1.448753
171,-547.432670,35.828183,14.526589,0.103639,-0.158938,1.078386
172,-612.558175,44.373236,35.278859,-0.000122,-1.276020,1.922271
173,-605.783169,69.581140,140.688182,-1.536889,-0.213993,1.999969
174,-283.146410,15.014878,6.591897,-0.830945,-1.214252,1.999969
175,140.871290,30.945296,1.831083,-0.518318,0.557870,1.999969
176,52.491035,36.621653,-25.024796,-0.102541,0.475959,1.308492
177,-78.980697,-4.821851,58.045319,-0.209720,0.754162,1.208515
178,-78.187228,-28.442817,66.285191,0.233280,0.354009,1.107561
179,37.598230,-12.634470,27.100023,0.334844,0.482673,1.144182
180,41.748684,-11.108568,10.498207,0.462287,0.635508,0.885756
181,19.775692,-15.014878,-1.586938,0.441779,0.481331,1.065080
182,62.623026,-18.860151,-20.874342,0.352422,0.431159,1.063737
183,86.305028,-30.457008,-34.058137,0.271733,0.482185,0.993912
184,91.981384,-44.800488,-41.443503,0.162966,0.387945,1.021012
185,116.212711,-51.819638,-48.462654,0.052613,0.353277,1.051286
186,131.288624,-52.429999,-52.124819,-0.071412,0.324834,1.101457
187,143.312734,-46.326390,-51.758602,-0.186160,0.268315,1.230243
188,163.027390,-35.461967,-49.439231,-0.296757,0.206424,1.310445
189,183.718624,-25.452049,-42.847333,-0.363043,0.153079,1.329488
190,202.517739,-18.371862,-33.752956,-0.377569,0.065797,1.221698
191,218.997482,-16.235599,-23.926146,-0.334356,0.032471,1.076921
192,227.725643,-17.212177,-16.052491,-0.228153,0.014893,1.013809
193,231.509880,-12.451362,-11.902037,-0.110719,0.019654,1.039689
194,233.279927,-5.676356,-12.390326,0.005615,0.031861,1.144427
195,237.125200,1.770047,-16.906996,0.082155,0.040772,1.289326
196,242.862593,7.263294,-23.498894,0.132692,0.027222,1.438010
197,253.238727,11.291676,-32.349126,0.173709,-0.026856,1.428855
198,257.816434,18.188754,-42.847333,0.187381,-0.131960,1.258564
199,248.783093,28.931106,-52.674144,0.212161,-0.246098,1.092790
200,234.012360,41.992828,-60.242618,0.182742,-0.309331,1.098650
201,217.349508,46.875715,-63.660639,0.151736,-0.291264,1.264546
202,208.804456,43.274586,-65.247578,0.140871,-0.234989,1.608179
203,208.499275,40.344854,-65.308614,0.132570,-0.226078,1.872587
204,214.908064,43.152514,-66.163119,0.166384,-0.275151,1.955352
205,220.401312,49.927520,-67.872129,0.173098,-0.341924,1.932036
206,221.622034,53.528649,-67.872129,0.164920,-0.387335,1.970733
207,225.406271,47.669184,-65.308614,0.135988,-0.443000,1.999969
208,239.627680,38.269627,-62.256809,0.160891,-0.513924,1.999969
209,257.145037,35.828183,-61.524376,0.179202,-0.542245,1.926177
210,254.947738,39.063096,-60.303655,0.178470,-0.619394,1.588037
211,245.059892,46.631571,-58.533608,0.113527,-0.683848,1.426780
212,228.458076,51.148241,-52.674144,0.032471,-0.729259,1.387350
213,216.189822,48.035401,-43.335622,-0.034424,-0.791638,1.371115
214,206.668193,45.166705,-32.654307,-0.067628,-0.853285,1.251972
215,188.967727,45.716030,-20.874342,-0.089845,-0.938369,1.110857
216,167.788205,49.805447,-9.765774,-0.056397,-1.034562,1.021866
217,141.664759,55.664912,-2.380407,0.085939,-1.169940,1.034928
218,116.395819,65.308614,-1.953155,0.285771,-1.375509,1.101335
219,97.047379,79.713130,-9.216449,0.436164,-1.643824,1.287251
220,84.534981,86.732280,-14.953841,0.541756,-1.931914,1.122210
221,87.220569,83.741512,-21.972992,0.553231,-2.000031,0.671275
222,77.576867,63.416495,-17.029068,0.433234,-2.000031,-0.071290
223,34.058137,17.334249,2.197299,0.262455,-1.858671,-0.395148
224,-19.836728,-32.959487,19.226368,0.110597,-2.000031,-2.000031
225,-143.129625,-78.431373,48.767834,0.091676,-1.136858,-0.115602
226,-229.312581,-97.596704,49.011978,0.178714,-1.902129,0.305425
227,-188.601511,-73.243305,35.339895,0.058473,-0.484016,1.097917
228,-116.823072,-59.327077,9.399557,-0.030884,0.686412,1.999969
229,-152.895399,-49.256123,21.728847,-0.027832,0.952041,1.559594
230,-235.538262,-66.956588,30.579080,0.052979,0.182376,0.664439
231,-248.477913,-61.646448,36.255436,0.140871,-0.252567,1.407248
232,-233.096819,-27.161059,35.400931,0.389654,-0.307378,1.999969
233,-172.426947,-22.766461,22.522316,0.672129,-0.159304,1.999969
234,-106.935225,-0.915541,0.427253,0.226200,-0.135988,1.755398
235,-101.991302,6.042573,6.836042,-0.686412,-0.007691,1.304585
236,-134.828717,-37.170977,36.743725,-0.755383,-0.390997,1.690822
237,-71.900511,-68.726635,38.269627,0.170535,-0.039429,1.614649
238,-58.472572,-64.209964,22.034028,1.137346,0.122927,1.999969
239,-23.559930,-7.568475,2.807660,0.410285,-0.060182,1.408835
240,-16.968032,2.075227,6.164645,-0.534554,0.086793,0.903822
241,-35.217823,-28.381781,13.183795,-0.079347,0.061524,1.022965
242,-19.958801,-25.757229,4.150454,0.396246,0.132692,1.274678
243,-24.536507,-6.897078,3.234913,0.008545,0.058595,1.075578
244,-22.705425,-8.911269,3.662165,-0.117189,0.031861,1.049577
245,-14.465553,-13.733120,1.647974,0.042603,0.075319,1.043229
246,-16.052491,-9.704738,1.098650,0.046021,0.072145,1.081926
247,-14.343481,-6.591897,1.831083,-0.007813,0.058961,1.024674
248,-12.756542,-5.127031,0.976577,0.031373,0.065919,0.992081
249,-16.906996,-2.563516,2.258335,0.065187,0.059327,1.049699
250,-14.770733,1.281758,2.258335,0.027710,0.038087,1.046769
251,-11.108568,3.295949,2.014191,0.019532,0.069581,0.979141
252,-15.869383,2.990768,2.563516,-0.013062,0.100954,1.049577
253,-14.038300,0.854505,3.784237,-0.037110,0.104982,0.984756
254,-15.747311,-1.709010,2.807660,-0.027832,0.052735,0.972183
255,-15.014878,-3.845274,2.258335,-0.026978,0.036133,0.996841
256,-11.108568,-5.554284,1.525902,-0.060792,0.094606,1.062272
257,-10.437171,-9.033341,2.929732,-0.009522,0.120729,0.960952
258,-12.085145,-8.972305,1.586938,0.008423,0.036988,0.945815
259,-14.648661,-9.033341,1.647974,0.004761,0.026978,1.027848
260,-13.427939,-8.789197,1.403830,-0.009522,0.032593,1.018570
261,-9.704738,-8.850233,1.892119,-0.000977,0.127932,0.994766
262,-12.024109,-7.873655,2.136263,0.013794,0.031373,1.002579
263,-13.488975,-7.934691,2.014191,0.017945,0.027955,1.041276
264,-10.376135,-7.446403,1.220722,-0.002197,0.032105,0.987320
265,-11.230640,-7.446403,0.732433,-0.001587,0.044068,0.995254
266,-13.061723,-8.178836,1.342794,0.002197,0.095827,0.981094
267,-13.000687,-7.263294,0.732433,0.012207,0.063355,0.954604
