ensaio_01, - ,11.331312190173888
ensaio_02, - ,11.333099913130047
ensaio_03, - ,12.351976013640593
ensaio_04, - ,11.50097393297939
ensaio_05, - ,11.797450670565565
ensaio_06, - ,11.271293670682788
ensaio_07, - ,11.445649325784556
ensaio_08, - ,11.02666209254955
ensaio_09, - ,11.544286232970617
ensaio_10, - ,11.56800014273824
ensaio_11, - ,11.580213554067816
ensaio_12, - ,11.67537585711286
ensaio_13, - ,11.414438463304533
ensaio_14, - ,11.351599748825606
ensaio_15, - ,11.452803450427242
ensaio_16, - ,11.407143593732908
ensaio_17, - ,11.301410662549326
ensaio_18, - ,11.049374493908765
ensaio_19, - ,11.59219983004807
ensaio_20, - ,12.02492308830204
ensaio_21, - ,11.621902478282516
ensaio_22, - ,11.82222980401631
ensaio_23, - ,11.886321952354894
ensaio_24, - ,12.525617202461559
ensaio_25, - ,11.724522959340703
ensaio_26, - ,11.701990690240823
ensaio_27, - ,11.76054149881175
ensaio_28, - ,12.215297899241488
ensaio_29, - ,12.28112631595694
ensaio_30, - ,12.845647732137344
ensaio_01_50hz, - ,11.269052472166527
ensaio_02_50hz, - ,11.319320204515606
ensaio_03_50hz, - ,12.323799146521864
ensaio_04_50hz, - ,11.484013651627857
ensaio_05_50hz, - ,12.084959514608999
ensaio_06_50hz, - ,11.361190714434656
ensaio_07_50hz, - ,11.638101802014491
ensaio_08_50hz, - ,11.369090229160149
ensaio_09_50hz, - ,11.716172590870602
ensaio_10_50hz, - ,11.717827664244043
ensaio_11_50hz, - ,11.69338293653851
ensaio_12_50hz, - ,11.963072534756336
ensaio_13_50hz, - ,11.687198719341449
ensaio_14_50hz, - ,11.553503318755235
ensaio_15_50hz, - ,11.542367273405727
ensaio_16_50hz, - ,11.614936789023895
ensaio_17_50hz, - ,11.566241200670119
ensaio_18_50hz, - ,11.320472345551957
ensaio_19_50hz, - ,11.666957221232003
ensaio_20_50hz, - ,11.892713924271401
ensaio_21_50hz, - ,11.765370564141254
ensaio_22_50hz, - ,12.110229437282984
ensaio_23_50hz, - ,11.889892855828885
ensaio_24_50hz, - ,12.920215935890367
ensaio_25_50hz, - ,11.773948963990756
ensaio_26_50hz, - ,11.590489686467084
ensaio_27_50hz, - ,11.94317439316466
ensaio_28_50hz, - ,12.405573561067326
ensaio_29_50hz, - ,12.524756183871121
ensaio_30_50hz, - ,12.994233969768045
ensaio_01_25hz, - ,10.746050126573621
ensaio_02_25hz, - ,11.669360552808554
ensaio_03_25hz, - ,12.196396439447115
ensaio_04_25hz, - ,11.471673948585563
ensaio_05_25hz, - ,11.726864831563308
ensaio_06_25hz, - ,10.215455930505883
ensaio_07_25hz, - ,10.484338897455252
ensaio_08_25hz, - ,10.758257838412748
ensaio_09_25hz, - ,11.106172724656133
ensaio_10_25hz, - ,11.269395601270602
ensaio_11_25hz, - ,11.151418725659342
ensaio_12_25hz, - ,9.98082768536037
ensaio_13_25hz, - ,12.182714230265898
ensaio_14_25hz, - ,11.232866048507836
ensaio_15_25hz, - ,10.600038858319923
ensaio_16_25hz, - ,10.362871265010947
ensaio_17_25hz, - ,11.800995379554891
ensaio_18_25hz, - ,10.505493652941619
ensaio_19_25hz, - ,11.567002934008638
ensaio_20_25hz, - ,12.103060492307923
ensaio_21_25hz, - ,10.922141949139894
ensaio_22_25hz, - ,8.241001017707013
ensaio_23_25hz, - ,11.057304724498861
ensaio_24_25hz, - ,11.424308648340835
ensaio_25_25hz, - ,10.665382324673159
ensaio_26_25hz, - ,12.234153756714205
ensaio_27_25hz, - ,Erro ao calcular
ensaio_28_25hz, - ,Erro ao calcular
ensaio_29_25hz, - ,11.504471234651138
ensaio_30_25hz, - ,13.17649641718083
