-----Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)0,-0.732433,-0.488289,0.000000,0.001953,-0.004150,1.000748
1,-0.610361,-0.366217,0.000000,0.000244,0.001587,0.997696
2,-0.549325,-0.244144,-0.122072,-0.001709,-0.005005,0.994156
3,-0.427253,-0.366217,0.000000,-0.006348,-0.000855,1.006363
4,-0.244144,-0.183108,-0.122072,-0.000488,-0.001953,1.000259
5,-0.305180,-0.366217,-0.244144,-0.003052,-0.003174,1.005142
6,-0.122072,-0.488289,0.000000,-0.001099,-0.002808,0.999893
7,-0.549325,-0.610361,-0.183108,-0.001831,-0.007324,0.998428
8,0.000000,-0.427253,-0.122072,-0.000610,0.002686,1.000748
9,-0.488289,-0.488289,0.000000,-0.001221,-0.000610,1.008560
10,0.122072,-0.183108,0.000000,-0.000366,0.001465,0.995377
11,-0.305180,-0.427253,0.000000,-0.003540,0.005371,0.992935
12,-1.037613,-0.610361,-0.122072,-0.001221,0.000488,0.995621
13,-0.671397,-0.488289,-0.183108,-0.006592,-0.002930,1.000870
14,-1.098650,-0.549325,-0.183108,-0.000244,0.002197,0.992081
15,-0.854505,-0.427253,0.000000,-0.005371,-0.004028,1.000748
16,-0.976577,-0.549325,-0.122072,-0.000732,-0.004639,0.998672
17,-0.366217,-0.366217,-0.183108,-0.003540,-0.002808,0.994156
18,-0.793469,-0.427253,0.000000,-0.002441,-0.001953,1.004532
19,-0.122072,-0.305180,0.000000,-0.001099,-0.000855,0.994766
20,-0.488289,-0.427253,0.000000,0.000000,-0.003296,0.999039
21,-0.488289,-0.488289,-0.183108,-0.006470,-0.000122,0.994522
22,-0.732433,-0.549325,0.000000,0.003418,-0.004150,1.000015
23,-0.305180,-0.549325,0.000000,0.001221,0.000855,1.006729
24,-0.854505,-0.427253,-0.122072,0.001709,0.002441,1.001846
25,-0.793469,-0.244144,0.000000,-0.004639,0.001709,1.002457
26,-0.732433,-0.061036,0.000000,-0.004028,0.000000,1.000015
27,-0.732433,0.061036,0.000000,-0.000122,-0.004639,1.000748
28,-0.427253,0.061036,0.000000,0.002686,-0.001709,1.001724
29,-0.244144,0.122072,0.122072,-0.006226,-0.005493,1.000137
30,-0.244144,0.000000,0.061036,0.005737,-0.002197,1.002945
31,0.061036,0.122072,0.000000,-0.008667,-0.000122,0.996597
32,-0.061036,0.000000,0.122072,-0.001221,0.000610,1.004288
33,0.122072,0.000000,0.061036,-0.002197,-0.001343,1.000870
34,0.000000,-0.122072,0.061036,-0.003174,0.000366,0.995010
35,-0.244144,-0.305180,0.000000,-0.006348,-0.005493,0.995743
36,-0.183108,-0.549325,0.000000,-0.006348,-0.001221,0.992203
37,-0.610361,-1.037613,0.000000,-0.001709,-0.003296,0.997574
38,-0.549325,-0.976577,0.000000,-0.001831,-0.001343,0.994156
39,-0.610361,-1.159686,-0.122072,-0.007080,0.000855,0.992813
40,-0.976577,-1.342794,0.000000,0.000244,0.000610,0.999527
41,-1.403830,-1.281758,-0.183108,-0.001709,-0.002319,0.995254
42,-1.342794,-1.281758,0.000000,0.002075,-0.001343,0.997452
43,-1.586938,-1.037613,0.000000,0.001709,-0.002075,1.003922
44,-1.159686,-0.854505,0.061036,-0.001343,-0.007080,1.013321
45,0.305180,-0.549325,0.000000,-0.004517,0.004150,1.005997
46,-1.281758,-0.732433,-0.122072,0.001709,-0.007935,0.990982
47,0.305180,-0.671397,0.000000,-0.003296,-0.003174,0.986954
48,-0.549325,-0.732433,0.000000,0.005615,0.001587,0.998062
49,-0.549325,-0.793469,0.000000,-0.004395,0.000488,1.012100
