Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0,0.061036,0.000000,-0.183108,-0.000855,0.005859,0.996719
1,-0.183108,-0.305180,-0.183108,-0.004273,0.007446,0.999649
2,-0.366217,-0.183108,-0.183108,0.005371,-0.000366,1.006363
3,0.000000,0.000000,-0.183108,0.001709,0.001587,1.004410
4,0.183108,0.183108,-0.183108,0.003540,0.005127,0.992325
5,-0.122072,0.061036,0.000000,0.001099,-0.003052,0.997940
6,0.427253,0.122072,-0.122072,-0.000244,0.001831,0.996231
7,-0.366217,-0.061036,0.000000,-0.002075,0.001709,0.997452
8,0.122072,-0.122072,-0.122072,0.002441,0.003784,0.997940
9,0.000000,0.000000,0.000000,0.000732,0.005005,0.997696
10,-0.305180,-0.244144,0.000000,-0.000488,0.002808,0.998306
11,0.061036,-0.183108,0.000000,-0.000488,0.007568,0.992569
12,-0.061036,-0.183108,0.000000,0.000000,0.009277,0.990982
13,-0.244144,-0.305180,-0.183108,0.000122,0.008179,0.992447
14,-0.610361,-0.183108,-0.122072,0.000000,0.003540,1.003922
15,-0.244144,-0.244144,-0.122072,0.002319,0.005249,1.001358
16,-0.305180,-0.061036,-0.122072,0.004883,0.005859,0.990860
17,-0.305180,0.061036,0.000000,-0.000610,0.002808,1.002335
18,0.000000,0.061036,-0.244144,0.007324,0.004639,0.999527
19,-0.122072,0.061036,-0.183108,-0.002564,0.003418,0.998672
20,-0.061036,0.061036,-0.122072,-0.005737,0.004761,1.008194
21,-0.122072,-0.183108,-0.122072,-0.000366,0.002564,0.995132
22,-0.122072,-0.183108,0.000000,-0.004883,0.006714,0.994400
23,-0.183108,-0.244144,-0.122072,0.002441,0.000366,1.000381
24,-0.183108,-0.244144,-0.183108,-0.002686,0.002319,0.995621
25,-0.244144,-0.244144,0.000000,0.000610,-0.000366,1.000504
26,0.061036,-0.183108,0.000000,-0.000610,0.006958,1.000748
27,-0.305180,-0.183108,0.000000,-0.000977,-0.000855,1.001602
28,0.061036,-0.122072,0.000000,-0.000366,0.005737,0.999161
29,-0.305180,-0.305180,-0.122072,0.001343,0.002808,1.001480
30,-0.488289,-0.366217,0.000000,0.000488,0.002686,1.001602
31,-0.183108,-0.305180,0.000000,0.002197,0.000244,0.998306
32,-0.244144,-0.305180,0.000000,0.000732,0.004150,0.991714
33,-0.305180,-0.366217,-0.122072,-0.000855,0.004150,1.003677
34,-0.061036,-0.244144,0.000000,0.000000,0.008301,0.998062
35,-0.183108,-0.305180,-0.183108,0.003540,0.003784,1.000626
36,-0.122072,-0.305180,-0.122072,0.001587,0.003418,0.996597
37,-0.366217,-0.305180,0.000000,0.004028,-0.000732,1.008927
38,0.122072,-0.183108,0.000000,-0.002319,-0.001221,0.999405
39,0.061036,-0.183108,0.000000,-0.002319,-0.003418,0.990860
40,0.610361,-0.183108,0.000000,0.003418,0.009033,0.992447
41,-0.549325,-0.244144,0.000000,-0.002808,-0.001587,0.994644
42,0.122072,-0.244144,0.000000,-0.005859,0.007202,0.990494
43,-0.793469,-0.305180,-0.122072,0.008667,0.002564,1.001114
44,-0.366217,-0.183108,0.000000,-0.001831,0.001831,1.011246
45,-0.244144,-0.061036,-0.183108,-0.005127,0.004761,0.998550
46,-0.488289,-0.183108,0.000000,-0.000488,0.001831,1.003922
47,0.000000,0.000000,-0.122072,-0.000977,0.006470,1.000992
48,-0.305180,-0.305180,-0.122072,-0.003906,0.003784,1.002213
49,-0.122072,-0.244144,0.000000,0.001587,0.002808,1.004898
50,0.122072,-0.183108,0.000000,0.000488,0.002808,0.996475
51,-0.122072,-0.244144,0.000000,-0.004273,0.001587,1.004288
52,-0.061036,-0.183108,0.000000,0.006592,0.002564,0.990372
53,-0.366217,-0.183108,0.000000,-0.000732,0.000977,1.003799
54,0.000000,0.000000,0.000000,0.000366,0.000488,0.996231
55,-0.305180,-0.183108,-0.122072,-0.002319,0.002319,0.996963
56,0.061036,-0.122072,-0.122072,0.002197,0.002808,0.995377
57,-0.183108,-0.305180,-0.122072,0.004150,0.002564,0.997330
58,-0.122072,-0.305180,-0.122072,-0.003662,0.001709,1.000992
59,-0.122072,-0.366217,0.000000,0.003296,0.006348,0.995010
60,-0.061036,-0.305180,-0.183108,-0.003662,0.004028,0.995743
61,-0.610361,-0.183108,-0.183108,0.002075,0.000000,1.013443
62,0.671397,0.427253,-0.305180,-0.000977,0.001831,1.000259
63,0.427253,0.061036,-0.366217,0.001099,0.000488,1.024308
64,1.892119,0.427253,-0.366217,-0.005371,0.006104,0.985977
65,0.854505,0.793469,-0.427253,-0.001221,-0.016602,0.945693
66,1.403830,0.671397,0.061036,-0.022095,0.013550,1.011002
67,-0.061036,-0.427253,-0.305180,0.002075,0.007813,0.973159
68,0.305180,-0.122072,-0.244144,0.008667,0.003540,1.004410
69,0.427253,0.000000,-0.305180,-0.011353,0.005127,0.992447
70,-0.061036,-0.183108,-0.305180,0.004395,0.001465,1.006729
71,0.305180,0.122072,-0.427253,-0.002075,0.008667,1.001358
72,-0.122072,-0.244144,-0.305180,0.002808,0.002075,1.005875
73,0.488289,-0.183108,-0.244144,0.002808,0.000732,0.999161
74,0.732433,-0.122072,-0.122072,-0.007446,0.003052,0.993545
75,0.610361,-0.244144,0.000000,0.002441,0.007935,0.985733
76,0.427253,-0.305180,0.000000,0.001831,0.010132,0.994278
77,0.061036,-0.305180,0.000000,-0.001587,0.005737,0.996353
78,-0.305180,-0.244144,0.061036,0.000732,0.002075,0.999283
79,-0.305180,-0.061036,-0.122072,0.003418,0.007324,0.985977
