0,1.464866,0.061036,-0.122072,0.0028079999999999997,-0.0015869999999999999,1.003433
2,2.563516,0.732433,-0.183108,-0.014282,0.006592,0.984268
4,-0.122072,-0.6103609999999999,-0.122072,-0.011719,0.015625,0.968521
6,-1.40383,-0.854505,-0.183108,0.001099,0.00647,1.000259
8,-1.09865,-0.549325,0.061036,-0.001709,0.005371,0.9980620000000001
10,-0.976577,-0.366217,0.0,0.008789,0.0021969999999999997,0.9986719999999999
12,-0.793469,-0.48828900000000003,0.061036,0.008179,-0.0058590000000000005,1.008804
14,-0.30518,-0.366217,0.061036,0.00415,0.005615,1.009293
16,0.366217,0.0,0.0,0.000732,0.006958,0.996231
18,0.30518,0.244144,0.061036,0.0058590000000000005,-0.00061,1.0040440000000002
20,-0.244144,0.427253,0.183108,0.001343,0.012818000000000001,0.992325
22,0.244144,0.671397,0.0,0.009155,0.0031739999999999997,1.003555
24,-0.30518,0.30518,0.0,0.0063479999999999995,-0.00061,1.0042879999999998
26,-0.30518,0.30518,-0.122072,0.001709,0.00061,1.006851
28,0.183108,0.427253,0.061036,-0.005982,0.004639,0.9969629999999999
30,0.0,0.183108,0.061036,-0.001099,0.004517,0.997574
32,-0.122072,0.061036,0.0,-0.005005,0.009888,0.9831690000000001
34,-1.525902,-0.48828900000000003,-0.244144,-0.001221,0.0051270000000000005,1.0037989999999999
36,-0.9155409999999999,-0.366217,-0.183108,-0.0028079999999999997,0.00293,0.997208
38,-1.037613,-0.244144,0.0,-0.00293,0.004028,1.00209
40,-1.159686,-0.061036,0.0,0.0021969999999999997,0.003052,1.000748
42,-0.793469,0.061036,-0.122072,-0.005982,-0.006958,1.005997
44,0.244144,0.30518,0.0,0.00293,0.005737,0.997574
46,-1.2207219999999999,0.244144,-0.244144,-0.005737,0.010254000000000001,0.999283
48,-0.9155409999999999,0.48828900000000003,0.0,-0.005371,0.000977,0.992935
50,-0.366217,0.6103609999999999,0.061036,-0.007201999999999999,-0.001099,0.991348
52,0.061036,0.122072,-0.183108,-0.007201999999999999,0.006104,0.996719
54,0.122072,-0.427253,-0.244144,-0.003052,0.0051270000000000005,1.000504
56,0.183108,-0.976577,-0.244144,-0.012573,0.006226,0.9869540000000001
58,-1.342794,-2.319371,-0.30518,-0.0094,0.002686,0.984756
60,-0.854505,-2.50248,-0.427253,-0.010742,0.0070799999999999995,0.9820709999999999
62,-2.2583349999999998,-1.70901,-0.427253,-0.003052,-0.00647,1.002213
64,-1.342794,0.30518,-0.183108,-0.011231,-0.007324,1.0011139999999998
